user,min,max
200,0.33904944323860664,0.3511723547058764
220,0.3506883796879976,0.3676718561361949
240,0.3608573337196632,0.38176774826603943
260,0.3730880623098828,0.4005782196002452
280,0.3840290379876292,0.41600420194742327
300,0.39464627662193436,0.43157633640961773
320,0.40485944393168977,0.4467282357321308
340,0.4142927096065264,0.459867205327542
360,0.4235619027875766,0.47286448880511306
380,0.4321401343457475,0.48418816179534174
400,0.4401296706452016,0.4949882089243802
