user,min,max
100,0.050009259467185,0.050517860009331
110,0.050002869733903,0.050506618748599
120,0.050026930423819,0.050571558975567
130,0.050073102165583,0.050612990178288
140,0.050148141323601,0.05067526183117
150,0.05019321507428,0.050711051667741
160,0.050257778772669,0.050804832339923
170,0.050306019424597,0.050888678859724
180,0.050384573068787,0.050998056129074
190,0.050427691842724,0.051072968949021
